City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
214,vavuniya,8.7514,80.4971,69.17,90,8,3.42,LK,1706033957
215,aasiaat,68.7098,-52.8699,1.06,87,97,4.52,GL,1706033957
216,carutapera,-1.195,-46.02,86.09,64,66,9.37,BR,1706033958
217,kozel'sk,54.0375,35.7716,26.42,94,100,13.44,RU,1706033958
218,crane,31.3974,-102.3501,55.72,60,100,8.34,US,1706033959
219,grand falls-windsor,48.9332,-55.6649,24.51,77,94,7.0,CA,1706033867
220,inari,68.906,27.0288,23.2,97,100,3.51,FI,1706033960
221,la passe,45.5549,-0.8967,56.01,93,100,10.63,FR,1706033960
222,saudarkrokur,65.7461,-19.6394,27.34,77,100,6.29,IS,1706033961
223,howard springs,-12.497,131.047,78.71,90,100,5.19,AU,1706033961
224,tamandare,-8.7597,-35.1047,86.85,63,33,16.37,BR,1706033961
225,amelia,42.5523,12.4182,48.31,84,42,3.69,IT,1706033962
226,oyama,36.3,139.8,45.59,43,45,9.8,JP,1706033962
227,kapuskasing,49.4169,-82.4331,-0.4,60,8,2.3,CA,1706033963
228,eraan,9.0629,117.7016,77.86,85,56,6.67,PH,1706033963
229,polyarnyy,69.1989,33.4478,20.48,95,98,4.99,RU,1706033964
230,chokwe,-24.5333,32.9833,75.42,79,29,9.93,MZ,1706033964
231,greenville,35.6127,-77.3663,56.14,62,0,1.99,US,1706033363
232,pervomayskoye,43.919,46.7102,17.06,88,24,6.22,RU,1706033965
233,okhotsk,59.3833,143.3,-30.15,81,2,8.1,RU,1706033966
234,makokou,0.5738,12.8642,79.79,52,41,1.52,GA,1706033966
235,margate,51.3813,1.3862,54.88,90,100,15.99,GB,1706033811
236,el bayadh,33.6832,1.0193,49.93,30,0,5.82,DZ,1706033967
237,carroll,39.5501,-77.0164,43.92,98,100,1.41,US,1706033967
238,talnakh,69.4865,88.3972,7.21,96,100,11.77,RU,1706033968
239,callao,-12.0667,-77.15,80.89,65,20,13.8,PE,1706033968
240,port elizabeth,-33.918,25.5701,68.09,74,0,12.66,ZA,1706033969
241,camabatela,-8.1881,15.375,62.42,76,24,2.73,AO,1706033969
242,bikenibeu village,1.3673,173.1241,84.29,75,12,12.71,KI,1706033970
243,acarau,-2.8856,-40.12,85.89,63,41,15.39,BR,1706033970
244,burang,30.25,81.1667,12.83,87,26,3.87,CN,1706033971
245,la cruz,23.9167,-106.9,74.66,71,93,8.99,MX,1706033971
246,duong dong,10.2167,103.9667,80.6,78,0,9.22,VN,1706033972
247,hami,42.8,93.45,11.28,61,18,5.28,CN,1706033972
248,sandnessjoen,66.0217,12.6316,33.91,93,75,2.3,NO,1706033973
249,enshi,30.3,109.4833,32.2,76,53,1.9,CN,1706033973
250,thief river falls,48.1191,-96.1812,26.53,80,100,8.05,US,1706033973
251,luderitz,-26.6481,15.1594,67.75,78,25,11.88,NA,1706033683
252,codrington,-38.2667,141.9667,63.18,79,33,11.07,AU,1706033975
253,christchurch,-43.5333,172.6333,51.42,90,75,3.44,NZ,1706033976
254,greymouth,-42.4667,171.2,51.53,76,93,9.66,NZ,1706033976
255,vernon,50.2581,-119.2691,40.3,96,99,1.14,CA,1706033977
256,salavan,15.7167,106.4167,61.05,85,39,4.36,LA,1706033977
257,buug,7.7294,123.0598,72.09,92,41,4.12,PH,1706033977
258,kaohsiung,22.6163,120.3133,53.55,77,75,8.05,TW,1706033808
259,portland,45.5234,-122.6762,52.81,95,75,5.75,US,1706033582
260,sechura,-5.5569,-80.8222,84.87,61,54,11.05,PE,1706033979
261,axim,4.8699,-2.2405,83.25,71,11,6.73,GH,1706033979
262,alaghsas,17.0187,8.0168,75.09,20,93,18.41,NE,1706033979
263,santa ana,33.7456,-117.8678,63.75,85,75,1.99,US,1706033872
264,zhanibek,49.4167,46.85,3.06,93,80,3.69,KZ,1706033980
265,qujing,25.4833,103.7833,36.68,88,94,5.17,CN,1706033981
266,smara,26.7384,-11.6719,73.98,17,94,18.61,EH,1706033981
267,san luis de la loma,17.2706,-100.8939,86.0,52,0,8.01,MX,1706033981
268,ad dilam,23.9915,47.1627,70.21,29,41,10.89,SA,1706033982
269,miranda,3.2499,-76.2281,87.93,39,73,5.14,CO,1706033982
270,smithers,54.7804,-127.1743,25.12,86,100,3.44,CA,1706033712
271,morondava,-20.2833,44.2833,82.92,80,85,4.88,MG,1706033983
272,ad dabbah,18.05,30.95,72.54,21,1,11.86,SD,1706033983
273,wanning,18.8003,110.3967,58.6,87,100,12.53,CN,1706033984
274,walvis bay,-22.9575,14.5053,67.08,77,90,13.35,NA,1706033984
